time,founder,unselected,contact_FDC,FDC_selected,contact_TC,TC_Selected_by_TC,recycled,apoptosis,affinity,std_affinity,CC_IDs,CB,CC,Pr,Apoptotic
129.000000,337.000000,56.000000,0.000000,0.000000,0.000000,0.000000,8.000000,896.000000,7.39102569614102E-05,0.001248020950949459,Prueba,345,56,Pr,896
130.000000,314.000000,58.000000,0.000000,0.000000,0.000000,0.000000,8.000000,880.000000,7.756071449452656E-05,0.001267182574581699,Prueba,322,58,Pr,880
131.000000,294.000000,54.000000,0.000000,0.000000,0.000000,0.000000,8.000000,851.000000,7.840983465163501E-05,0.001292741128696704,Prueba,302,54,Pr,851
132.000000,278.000000,40.000000,0.000000,0.000000,0.000000,0.000000,8.000000,836.000000,8.088104401560091E-05,0.001317286766481031,Prueba,286,40,Pr,836
133.000000,261.000000,46.000000,0.000000,0.000000,0.000000,0.000000,8.000000,796.000000,8.434426883362145E-05,0.001347071844899779,Prueba,269,46,Pr,796
134.000000,252.000000,22.000000,0.000000,0.000000,0.000000,0.000000,8.000000,761.000000,8.973224127806968E-05,0.0013901191043529,Prueba,260,22,Pr,761
135.000000,239.000000,38.000000,0.000000,0.000000,0.000000,0.000000,8.000000,696.000000,9.550208298119794E-05,0.001433186990794097,Prueba,247,38,Pr,696
136.000000,228.000000,38.000000,0.000000,0.000000,0.000000,0.000000,8.000000,674.000000,9.819803531943711E-05,0.001457796157302159,Prueba,236,38,Pr,674
137.000000,215.000000,31.000000,0.000000,0.000000,0.000000,0.000000,8.000000,635.000000,0.0001045652950577488,0.001505175295019041,Prueba,223,31,Pr,635
138.000000,195.000000,39.000000,0.000000,0.000000,0.000000,0.000000,8.000000,607.000000,0.0001074291714296989,0.001538791975637317,Prueba,203,39,Pr,607
139.000000,179.000000,35.000000,0.000000,0.000000,0.000000,0.000000,8.000000,588.000000,0.0001135524406612039,0.001575280157544968,Prueba,187,35,Pr,588
140.000000,160.000000,39.000000,0.000000,0.000000,0.000000,0.000000,8.000000,553.000000,0.0001205159678720308,0.001626006245638886,Prueba,168,39,Pr,553
141.000000,142.000000,40.000000,0.000000,0.000000,0.000000,0.000000,8.000000,544.000000,0.0001240288866296748,0.001654420259525706,Prueba,150,40,Pr,544
142.000000,130.000000,26.000000,0.000000,0.000000,0.000000,0.000000,8.000000,543.000000,0.0001283205878838399,0.00168554694256748,Prueba,138,26,Pr,543
143.000000,121.000000,23.000000,0.000000,0.000000,0.000000,0.000000,8.000000,511.000000,0.0001359952958731939,0.001740247913673255,Prueba,129,23,Pr,511
144.000000,116.000000,24.000000,0.000000,0.000000,0.000000,0.000000,8.000000,485.000000,0.0001418856837617586,0.001780743038855475,Prueba,124,24,Pr,485
145.000000,117.000000,13.000000,0.000000,0.000000,0.000000,0.000000,8.000000,457.000000,0.0001503433509471012,0.00183636788660902,Prueba,125,13,Pr,457
146.000000,107.000000,14.000000,0.000000,0.000000,0.000000,0.000000,8.000000,444.000000,0.0001566077076982192,0.001871052754141041,Prueba,115,14,Pr,444
147.000000,103.000000,15.000000,0.000000,0.000000,0.000000,0.000000,8.000000,404.000000,0.0001684069719652029,0.001944929473206812,Prueba,111,15,Pr,404
148.000000,92.000000,14.000000,0.000000,0.000000,0.000000,0.000000,8.000000,394.000000,0.0001796168325788991,0.001988372795529816,Prueba,100,14,Pr,394
149.000000,89.000000,17.000000,0.000000,0.000000,0.000000,0.000000,8.000000,376.000000,0.0001876586308368683,0.002024263133646972,Prueba,97,17,Pr,376
150.000000,77.000000,17.000000,0.000000,0.000000,0.000000,0.000000,8.000000,353.000000,0.0002024744424256022,0.00209998367256032,Prueba,85,17,Pr,353
151.000000,72.000000,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,340.000000,0.0002092086854711952,0.002162419035520848,Prueba,80,8,Pr,340
152.000000,61.000000,22.000000,0.000000,0.000000,0.000000,0.000000,8.000000,312.000000,0.0002219902663940693,0.002227850350354966,Prueba,69,22,Pr,312
153.000000,53.000000,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,315.000000,0.0002328460924413039,0.002281750080864374,Prueba,61,8,Pr,315
154.000000,47.000000,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,286.000000,0.0002519425513883192,0.002392360600524919,Prueba,55,8,Pr,286
155.000000,43.000000,5.000000,0.000000,0.000000,0.000000,0.000000,8.000000,266.000000,0.0002733626875845846,0.00248951315993437,Prueba,51,5,Pr,266
156.000000,36.000000,11.000000,0.000000,0.000000,0.000000,0.000000,8.000000,236.000000,0.0003022532220507955,0.002617093446906747,Prueba,44,11,Pr,236
157.000000,32.000000,12.000000,0.000000,0.000000,0.000000,0.000000,8.000000,215.000000,0.0003289668330709603,0.002730586517519987,Prueba,40,12,Pr,215
158.000000,26.000000,8.000000,0.000000,0.000000,0.000000,0.000000,8.000000,202.000000,0.0003607878413705125,0.002854355200017842,Prueba,34,8,Pr,202
159.000000,24.000000,4.000000,0.000000,0.000000,0.000000,0.000000,8.000000,192.000000,0.0003837370265547351,0.002951278291674731,Prueba,32,4,Pr,192
160.000000,20.000000,3.000000,0.000000,0.000000,0.000000,0.000000,8.000000,178.000000,0.000418418073701974,0.003080144679852553,Prueba,28,3,Pr,178
161.000000,16.000000,4.000000,0.000000,0.000000,0.000000,0.000000,8.000000,168.000000,0.0004437990052835459,0.003178849657282092,Prueba,24,4,Pr,168
162.000000,12.000000,4.000000,0.000000,0.000000,0.000000,0.000000,8.000000,153.000000,0.0004926657102260473,0.003341453180290662,Prueba,20,4,Pr,153
163.000000,8.000000,9.000000,0.000000,0.000000,0.000000,0.000000,8.000000,137.000000,0.0005336984654923715,0.003489704254977299,Prueba,16,9,Pr,137
